"グループ名","TwitterID","TwitterName","フォロワー数","ツイート数","フォロワー数","ツイート数","","グループ名","TwitterID","TwitterName","フォロワー増減","","グループ名","TwitterID","TwitterName","ツイート増減"
"ENCHANTE","nagirin_tp","凪 梨夏@トレジャープロジェクト","279","278","279","278","","EMOE","EMOE_miyachi","みやち@EMOE","0","","elseed","elseed_hinata","七瀬ひなた（elseed）","0"
"ENCHANTE","sasashio_al","笹原 志織@dear pride","883","3970","883","3970","","EMOE","EMOE_sakura","さくら@EMOE","0","","elseed","elseed_honoka","斉藤穂花(elseed)","0"
"ENCHANTE","yamashina_tp","山科まな@トレジャープロジェクト","210","731","210","731","","EMPiRE","MAHO_EMPiRE","MAHO EMPiRE","0","","elseed","elseed_koharu","朝比奈こはる(elseed)","0"
"ESTLINK☆","estlink_amu","海枝あむ🐨ESTLINK☆","2072","4951","2072","4951","","EMPiRE","MAYU_EMPiRE","MAYU EMPiRE","0","","elseed","elseed_riko","瀬田りこ(elseed)","0"
"ESTLINK☆","estlink_lisa","愛葉りさ🍒ESTLINK☆","1387","5855","1387","5855","","EMPiRE","MiDORiKO_EMPiRE","MiDORiKO EMPiRE","0","","elsy","elsy__chie","愛森ちえ(elsy)","0"
"ESTLINK☆","estlink_miu","横山みう🐷💜ESTLINK☆","4815","21580","4815","21580","","EMPiRE","MiKiNA_EMPiRE","MiKiNA EMPiRE","0","","elsy","elsy__jurina","神谷樹里奈(elsy)","0"
"ESTLINK☆","estlink_reika","奏 怜花🌷ESTLINK☆","7487","16814","7487","16814","","EMPiRE","NOW_EMPiRE","NOW EMPiRE","0","","elsy","elsy_seina","橋本せいな(elsy)","0"
"ESTLINK☆","estlink_yua","桜木ゆあ🌼ESTLINK☆","1030","2809","1030","2809","","EMPiRE","YU_Ki_EMPiRE","YU-Ki EMPiRE","0","","elsy","elsy_shiina","新井椎夏(elsy)","0"
"ESTLINK☆","estlink_yuna","天衣ゆな👼🏻ESTLINK☆","1072","4185","1072","4185","","ENCHANTE","Amnr_TP","柊 雨寧@トレジャープロジェクト","0","","emiu","emiu_ANNA","依東杏奈(emiu)","0"
"EVE","12h_shogo","十二時てぺこ🐰👗❄️12/26(日)に200人の仲間と感動の再会を果たすアカウント","1601","5397","1601","5397","","ENCHANTE","himeka_tp","有澤ひめか@トレジャープロジェクト","0","","emiu","MatoriMomoyo","麻鳥桃世(emiu)","0"
"EVE","aine_screamer_","アイネ・クライネ🦄【EVE】12/26主催個人動員目標100人","5232","4040","5232","4040","","ENCHANTE","Msana_tp","増田紗南@トレジャープロジェクト","0","","EMOE","EMOE_hechi","へち@EMOE","0"
"EVE","Chi_awyK","沫雪ﾁﾋﾛ🐥11/28最高の日をありがとう","1442","16541","1442","16541","","ENCHANTE","nagirin_tp","凪 梨夏@トレジャープロジェクト","0","","EMOE","EMOE_miyachi","みやち@EMOE","0"
"EVE","litora0","絶望のリトラ☪︎*｡꙳☪🥀🦋闇の中にいる　僕は笑わないよ","3137","17226","3137","17226","","ENCHANTE","sasashio_al","笹原 志織@dear pride","0","","EMOE","EMOE_sakura","さくら@EMOE","0"
"EVERYDAYS","EVERYDAYS_Chiii","ちひろ(EVERYDAYS)","1404","4838","1404","4838","","ENCHANTE","yamashina_tp","山科まな@トレジャープロジェクト","0","","EMPiRE","MAHO_EMPiRE","MAHO EMPiRE","0"
"EVERYDAYS","EVERYDAYS_Kuuu","くるみ(EVERYDAYS)","1145","4181","1145","4181","","ESTLINK☆","estlink_amu","海枝あむ🐨ESTLINK☆","0","","EMPiRE","MAYU_EMPiRE","MAYU EMPiRE","0"
"EVERYDAYS","EVERYDAYS_Mei","坂井芽生🌱✨（EVERYDAYS）","866","4450","866","4450","","ESTLINK☆","estlink_lisa","愛葉りさ🍒ESTLINK☆","0","","EMPiRE","MiDORiKO_EMPiRE","MiDORiKO EMPiRE","0"
"EVERYDAYS","EVERYDAYS_Non","のんたん。🐣💎EVERYDAYS","586","5217","586","5217","","ESTLINK☆","estlink_miu","横山みう🐷💜ESTLINK☆","0","","EMPiRE","MiKiNA_EMPiRE","MiKiNA EMPiRE","0"
"EVERYTHING IS WONDER","akari_eviwon","Akari","313","914","313","914","","ESTLINK☆","estlink_reika","奏 怜花🌷ESTLINK☆","0","","EMPiRE","NOW_EMPiRE","NOW EMPiRE","0"
"EVERYTHING IS WONDER","lala_eviwon","Lala","337","757","337","757","","ESTLINK☆","estlink_yua","桜木ゆあ🌼ESTLINK☆","0","","EMPiRE","YU_Ki_EMPiRE","YU-Ki EMPiRE","0"
"EVERYTHING IS WONDER","moco_eviwon","Moco","597","1565","597","1565","","ESTLINK☆","estlink_yuna","天衣ゆな👼🏻ESTLINK☆","0","","ENCHANTE","Amnr_TP","柊 雨寧@トレジャープロジェクト","0"
"EVERYTHING IS WONDER","ruto_eviwon","Ruto","506","2573","506","2573","","EVE","12h_shogo","十二時てぺこ🐰👗❄️12/26(日)に200人の仲間と感動の再会を果たすアカウント","0","","ENCHANTE","himeka_tp","有澤ひめか@トレジャープロジェクト","0"
"EVERYTHING IS WONDER","yume_eviwon_","Yume","427","764","427","764","","EVE","aine_screamer_","アイネ・クライネ🦄【EVE】12/26主催個人動員目標100人","0","","ENCHANTE","Msana_tp","増田紗南@トレジャープロジェクト","0"
"Fairy-AID","_okawa_rina_","大川 里菜🧸💎","663","4140","663","4140","","EVE","Chi_awyK","沫雪ﾁﾋﾛ🐥11/28最高の日をありがとう","0","","ENCHANTE","nagirin_tp","凪 梨夏@トレジャープロジェクト","0"
"Fairy-AID","kurumin_0419","早川くるみ🍎","376","1963","376","1963","","EVE","litora0","絶望のリトラ☪︎*｡꙳☪🥀🦋闇の中にいる　僕は笑わないよ","0","","ENCHANTE","sasashio_al","笹原 志織@dear pride","0"
"Fairy-AID","porinchan_now","吉野瑞穂 🎀","1805","3060","1805","3060","","EVERYDAYS","EVERYDAYS_Chiii","ちひろ(EVERYDAYS)","0","","ENCHANTE","yamashina_tp","山科まな@トレジャープロジェクト","0"
"Fairy-AID","Shiono_Anna","汐野杏奈","692","10621","692","10621","","EVERYDAYS","EVERYDAYS_Kuuu","くるみ(EVERYDAYS)","0","","ESTLINK☆","estlink_amu","海枝あむ🐨ESTLINK☆","0"
"fairy☆dolls","ajmjnjtw","枢木える🕊🤍fairy☆dolls","1994","24775","1994","24775","","EVERYDAYS","EVERYDAYS_Mei","坂井芽生🌱✨（EVERYDAYS）","0","","ESTLINK☆","estlink_lisa","愛葉りさ🍒ESTLINK☆","0"
"fairy☆dolls","horiuchi_rei","堀内玲🍒(fairy☆dolls)","29051","4439","29051","4439","","EVERYDAYS","EVERYDAYS_Non","のんたん。🐣💎EVERYDAYS","0","","ESTLINK☆","estlink_miu","横山みう🐷💜ESTLINK☆","0"
"fairy☆dolls","kurosaki_noa_","黒崎乃愛 (fairy☆dolls)","330","288","330","288","","EVERYTHING IS WONDER","akari_eviwon","Akari","0","","ESTLINK☆","estlink_reika","奏 怜花🌷ESTLINK☆","0"
"fairy☆dolls","mell_dolls","姫野める🧚‍♂️fairy☆dolls","236","767","236","767","","EVERYTHING IS WONDER","lala_eviwon","Lala","0","","ESTLINK☆","estlink_yua","桜木ゆあ🌼ESTLINK☆","0"
"fairy☆dolls","miko_fairy_","松原 誠子(みこ)fairy☆dolls","220","832","220","832","","EVERYTHING IS WONDER","moco_eviwon","Moco","0","","ESTLINK☆","estlink_yuna","天衣ゆな👼🏻ESTLINK☆","0"
"fairy☆dolls","S__miRO7","藤白すみれ🐻🤍fairy☆dolls","357","1203","357","1203","","EVERYTHING IS WONDER","ruto_eviwon","Ruto","0","","EVE","12h_shogo","十二時てぺこ🐰👗❄️12/26(日)に200人の仲間と感動の再会を果たすアカウント","0"
"fairy✩elements","hayama_koharu42","葉山こはる🌸🐶 fairy☆elements","2340","8598","2340","8598","","EVERYTHING IS WONDER","yume_eviwon_","Yume","0","","EVE","aine_screamer_","アイネ・クライネ🦄【EVE】12/26主催個人動員目標100人","0"
"fairy✩elements","iamshiooori","長岐 詩織 fairy✩elements","3378","5106","3378","5106","","Fairy-AID","_okawa_rina_","大川 里菜🧸💎","0","","EVE","Chi_awyK","沫雪ﾁﾋﾛ🐥11/28最高の日をありがとう","0"
"fairy✩elements","sachi_momousa","さーち🐰🌼 fairy✩elements","887","1697","887","1697","","Fairy-AID","kurumin_0419","早川くるみ🍎","0","","EVE","litora0","絶望のリトラ☪︎*｡꙳☪🥀🦋闇の中にいる　僕は笑わないよ","0"
"fairy✩elements","saodesuyoo","さお🍯🍼fairy☆elements(ふぇあえれ)","2081","9370","2081","9370","","Fairy-AID","porinchan_now","吉野瑞穂 🎀","0","","EVERYDAYS","EVERYDAYS_Chiii","ちひろ(EVERYDAYS)","0"
"fairy✩elements","yurizonohina","百合園ひな🐰🌸fairy☆elements","2280","4878","2280","4878","","Fairy-AID","Shiono_Anna","汐野杏奈","0","","EVERYDAYS","EVERYDAYS_Kuuu","くるみ(EVERYDAYS)","0"
"FaM","FaM_emu","えむ@FaM","2095","44229","2095","44229","","fairy☆dolls","ajmjnjtw","枢木える🕊🤍fairy☆dolls","0","","EVERYDAYS","EVERYDAYS_Mei","坂井芽生🌱✨（EVERYDAYS）","0"
"FaM","FaM_tawa","tawa@FaM","1743","29695","1743","29695","","fairy☆dolls","horiuchi_rei","堀内玲🍒(fairy☆dolls)","0","","EVERYDAYS","EVERYDAYS_Non","のんたん。🐣💎EVERYDAYS","0"
"FaM","FaM_yumemi","ゆめみー@FaM","3135","19471","3135","19471","","fairy☆dolls","kurosaki_noa_","黒崎乃愛 (fairy☆dolls)","0","","EVERYTHING IS WONDER","akari_eviwon","Akari","0"
"FanCy-","ayaka1o11","沖田彩華","154227","9972","154227","9972","","fairy☆dolls","mell_dolls","姫野める🧚‍♂️fairy☆dolls","0","","EVERYTHING IS WONDER","lala_eviwon","Lala","0"
"FanCy-","fancy_mahoro","田中まほろ","454","776","454","776","","fairy☆dolls","miko_fairy_","松原 誠子(みこ)fairy☆dolls","0","","EVERYTHING IS WONDER","moco_eviwon","Moco","0"
"FanCy-","fancy_miu","鶴野美羽","213","158","213","158","","fairy☆dolls","S__miRO7","藤白すみれ🐻🤍fairy☆dolls","0","","EVERYTHING IS WONDER","ruto_eviwon","Ruto","0"
"FanCy-","mahoka_fancy","熊倉茉穂香","429","1120","429","1120","","fairy✩elements","hayama_koharu42","葉山こはる🌸🐶 fairy☆elements","0","","EVERYTHING IS WONDER","yume_eviwon_","Yume","0"
"FariaClown","03asuka_neko13","金子明日香( FariaClown )","1069","9732","1069","9732","","fairy✩elements","iamshiooori","長岐 詩織 fairy✩elements","0","","Fairy-AID","_okawa_rina_","大川 里菜🧸💎","0"
"FariaClown","anri_n0822","中城杏梨(FariaClown)💚","952","10152","952","10152","","fairy✩elements","sachi_momousa","さーち🐰🌼 fairy✩elements","0","","Fairy-AID","kurumin_0419","早川くるみ🍎","0"
"FariaClown","kashimoto_moeka","柏元 萌華（FariaClown）","4059","7202","4059","7202","","fairy✩elements","saodesuyoo","さお🍯🍼fairy☆elements(ふぇあえれ)","0","","Fairy-AID","porinchan_now","吉野瑞穂 🎀","0"
"FariaClown","niina_217_217","ニーナ（FariaClown）","2696","4630","2696","4630","","fairy✩elements","yurizonohina","百合園ひな🐰🌸fairy☆elements","0","","Fairy-AID","Shiono_Anna","汐野杏奈","0"
"FariaClown","pikarin424","HIKARI ( FariaClown )","2739","23773","2739","23773","","FaM","FaM_emu","えむ@FaM","0","","fairy☆dolls","ajmjnjtw","枢木える🕊🤍fairy☆dolls","0"
"FariaClown","RINA_k1020","RINA(FariaClown)","2011","11790","2011","11790","","FaM","FaM_tawa","tawa@FaM","0","","fairy☆dolls","horiuchi_rei","堀内玲🍒(fairy☆dolls)","0"
"FEAM","feammiyu","翠田みゆ（FEAM / i+chip=memory）","1354","3342","1354","3342","","FaM","FaM_yumemi","ゆめみー@FaM","0","","fairy☆dolls","kurosaki_noa_","黒崎乃愛 (fairy☆dolls)","0"
"FEAM","feamrina","佐藤梨菜/리나💎","5849","57162","5849","57162","","FanCy-","ayaka1o11","沖田彩華","0","","fairy☆dolls","mell_dolls","姫野める🧚‍♂️fairy☆dolls","0"
"FEAM","feamyuki","穂坂ゆき☆FEAMYuki","6298","30067","6298","30067","","FanCy-","fancy_mahoro","田中まほろ","0","","fairy☆dolls","miko_fairy_","松原 誠子(みこ)fairy☆dolls","0"
"FEAM","fruity_obachi","おばち🐣12日お誕生日です！＊°","7627","27879","7627","27879","","FanCy-","fancy_miu","鶴野美羽","0","","fairy☆dolls","S__miRO7","藤白すみれ🐻🤍fairy☆dolls","0"
"feelNEO","feelNEO_ayapon","あやポン","1045","816","1045","816","","FanCy-","mahoka_fancy","熊倉茉穂香","0","","fairy✩elements","hayama_koharu42","葉山こはる🌸🐶 fairy☆elements","0"
"feelNEO","feelNEO_ayuri","あゆり","1143","772","1143","772","","FariaClown","03asuka_neko13","金子明日香( FariaClown )","0","","fairy✩elements","iamshiooori","長岐 詩織 fairy✩elements","0"
"feelNEO","feelNEO_hinami","ひなみ","1037","517","1037","517","","FariaClown","anri_n0822","中城杏梨(FariaClown)💚","0","","fairy✩elements","sachi_momousa","さーち🐰🌼 fairy✩elements","0"
"feelNEO","feelNEO_kirara","キララ","786","1","786","1","","FariaClown","kashimoto_moeka","柏元 萌華（FariaClown）","0","","fairy✩elements","saodesuyoo","さお🍯🍼fairy☆elements(ふぇあえれ)","0"
"feelNEO","feelNEO_sakura","さくら","1053","523","1053","523","","FariaClown","niina_217_217","ニーナ（FariaClown）","0","","fairy✩elements","yurizonohina","百合園ひな🐰🌸fairy☆elements","0"
"FES☆TIVE","Hinari_FESTIVE","青葉ひなり19👶🏼FES☆TIVE","35827","68629","35827","68629","","FariaClown","pikarin424","HIKARI ( FariaClown )","0","","FaM","FaM_emu","えむ@FaM","0"
"FES☆TIVE","Hinata__FESTIVE","八木ひなた🐱（FES☆TIVE）","33484","14800","33484","14800","","FariaClown","RINA_k1020","RINA(FariaClown)","0","","FaM","FaM_tawa","tawa@FaM","0"
"FES☆TIVE","Marika_FESTIVE","南 茉莉花🐷(FES☆TIVE)","18735","12513","18735","12513","","FEAM","feammiyu","翠田みゆ（FEAM / i+chip=memory）","0","","FaM","FaM_yumemi","ゆめみー@FaM","0"
"FES☆TIVE","Ruriko_FESTIVE","土光瑠璃子🐰ྀི(FES☆TIVE)","21959","15733","21959","15733","","FEAM","feamrina","佐藤梨菜/리나💎","0","","FanCy-","ayaka1o11","沖田彩華","0"
"FES☆TIVE","Yuria_FESTIVE","髙木ゆりあ🐶♨️(FES☆TIVE)11月より全国ツアー開催！","19591","72754","19591","72754","","FEAM","feamyuki","穂坂ゆき☆FEAMYuki","0","","FanCy-","fancy_mahoro","田中まほろ","0"
"Finally","aoi_1204a","Aoi🥚Finally","1540","3670","1540","3670","","FEAM","fruity_obachi","おばち🐣12日お誕生日です！＊°","0","","FanCy-","fancy_miu","鶴野美羽","0"
"Finally","haruharu_5_10","Haruna🧡Finally","2772","11560","2772","11560","","feelNEO","feelNEO_ayapon","あやポン","0","","FanCy-","mahoka_fancy","熊倉茉穂香","0"
"Finally","juri_ddd","Juri 〖 Finally 〗😈💜2022.1.4 ワンマンライブ","5474","17207","5474","17207","","feelNEO","feelNEO_ayuri","あゆり","0","","FariaClown","03asuka_neko13","金子明日香( FariaClown )","0"
"Finally","megutan777","Meg🐶💙Finally","3040","17847","3040","17847","","feelNEO","feelNEO_hinami","ひなみ","0","","FariaClown","anri_n0822","中城杏梨(FariaClown)💚","0"
"Finally","tlna_0619","Tina🌻’’Finally’’","2609","11358","2609","11358","","feelNEO","feelNEO_kirara","キララ","0","","FariaClown","kashimoto_moeka","柏元 萌華（FariaClown）","0"
"Finally","yaorinka","Rinka*Finally🌪2022.1.4 1stワンマン@asia🌪","5234","38066","5234","38066","","feelNEO","feelNEO_sakura","さくら","0","","FariaClown","niina_217_217","ニーナ（FariaClown）","0"
"FinalSelection","fs__riko","Riko(FinalSelection)","255","1235","255","1235","","FES☆TIVE","Hinari_FESTIVE","青葉ひなり19👶🏼FES☆TIVE","0","","FariaClown","pikarin424","HIKARI ( FariaClown )","0"
"FinalSelection","fs__rio","Rio(FinalSelection)","1587","3335","1587","3335","","FES☆TIVE","Hinata__FESTIVE","八木ひなた🐱（FES☆TIVE）","0","","FariaClown","RINA_k1020","RINA(FariaClown)","0"
"FinalSelection","fs__ruri","Ruri(FinalSelection)1/16ワンマンライブ🔥","270","2229","270","2229","","FES☆TIVE","Marika_FESTIVE","南 茉莉花🐷(FES☆TIVE)","0","","FEAM","feammiyu","翠田みゆ（FEAM / i+chip=memory）","0"
"Fiore","f_amelie0807","衣笠アメリ","2402","1508","2402","1508","","FES☆TIVE","Ruriko_FESTIVE","土光瑠璃子🐰ྀི(FES☆TIVE)","0","","FEAM","feamrina","佐藤梨菜/리나💎","0"
"Fiore","f_kanna1018","中村栞菜","2029","5149","2029","5149","","FES☆TIVE","Yuria_FESTIVE","髙木ゆりあ🐶♨️(FES☆TIVE)11月より全国ツアー開催！","0","","FEAM","feamyuki","穂坂ゆき☆FEAMYuki","0"
"Fiore","f_serina0708","小野芹菜","2184","10607","2184","10607","","Finally","aoi_1204a","Aoi🥚Finally","0","","FEAM","fruity_obachi","おばち🐣12日お誕生日です！＊°","0"
"fishbowl","AOfishbowl","澤口　葵","1548","1113","1548","1113","","Finally","haruharu_5_10","Haruna🧡Finally","0","","feelNEO","feelNEO_ayapon","あやポン","0"
"fishbowl","HARUfishbowl","木村日音","1533","632","1533","632","","Finally","juri_ddd","Juri 〖 Finally 〗😈💜2022.1.4 ワンマンライブ","0","","feelNEO","feelNEO_ayuri","あゆり","0"
"fishbowl","IZUMIfishbowl","新間 いずみ","1409","1272","1409","1272","","Finally","megutan777","Meg🐶💙Finally","0","","feelNEO","feelNEO_hinami","ひなみ","0"
"fishbowl","MOMOfishbowl","大白桃子","2005","859","2005","859","","Finally","tlna_0619","Tina🌻’’Finally’’","0","","feelNEO","feelNEO_kirara","キララ","0"
"fishbowl","PUKUfishbowl","福田安優子","1485","1431","1485","1431","","Finally","yaorinka","Rinka*Finally🌪2022.1.4 1stワンマン@asia🌪","0","","feelNEO","feelNEO_sakura","さくら","0"
"fishbowl","YUIfishbowl","久松由依","1830","712","1830","712","","FinalSelection","fs__riko","Riko(FinalSelection)","0","","FES☆TIVE","Hinari_FESTIVE","青葉ひなり19👶🏼FES☆TIVE","0"
"FLAPSTAR","mia_flapstar","神城 実亜💎FLAPSTAR","271","414","271","414","","FinalSelection","fs__rio","Rio(FinalSelection)","0","","FES☆TIVE","Hinata__FESTIVE","八木ひなた🐱（FES☆TIVE）","0"
"FLAPSTAR","rei_flapstar","本宮 怜🌱FLAPSTAR","819","882","819","882","","FinalSelection","fs__ruri","Ruri(FinalSelection)1/16ワンマンライブ🔥","0","","FES☆TIVE","Marika_FESTIVE","南 茉莉花🐷(FES☆TIVE)","0"
"FLAPSTAR","ruka_flapstar","神城 瑠香🔮FLAPSTAR","596","496","596","496","","Fiore","f_amelie0807","衣笠アメリ","0","","FES☆TIVE","Ruriko_FESTIVE","土光瑠璃子🐰ྀི(FES☆TIVE)","0"
"FLAPSTAR","yumi_flapstar","音羽 優美🍋FLAPSTAR🍋","1661","608","1661","608","","Fiore","f_kanna1018","中村栞菜","0","","FES☆TIVE","Yuria_FESTIVE","髙木ゆりあ🐶♨️(FES☆TIVE)11月より全国ツアー開催！","0"
"FlowFlow","flowflow_koharu","杉目心春🪐FlowFlow🤍1/10ラストワンマン仙台Rensa","1075","4508","1075","4508","","Fiore","f_serina0708","小野芹菜","0","","Finally","aoi_1204a","Aoi🥚Finally","0"
"FlowFlow","flowflow_mioka","奈良澪茄💘FlowFlow 2022.1.10ラストライブ@仙台Rensa","1202","3759","1202","3759","","fishbowl","AOfishbowl","澤口　葵","0","","Finally","haruharu_5_10","Haruna🧡Finally","0"
"FlowFlow","flowflow_runa","三浦留奈♡FlowFlow","1055","2376","1055","2376","","fishbowl","HARUfishbowl","木村日音","0","","Finally","juri_ddd","Juri 〖 Finally 〗😈💜2022.1.4 ワンマンライブ","0"
"Flunetrage","akiko_flnr","河野亜季子@Flunetrage","337","1437","337","1437","","fishbowl","IZUMIfishbowl","新間 いずみ","0","","Finally","megutan777","Meg🐶💙Finally","0"
"Flunetrage","asuna_flnr","龍神明日菜@Flunetrage","341","939","341","939","","fishbowl","MOMOfishbowl","大白桃子","0","","Finally","tlna_0619","Tina🌻’’Finally’’","0"
"Flunetrage","erika_flnr","永瀬愛莉香@Flunetrage","377","1538","377","1538","","fishbowl","PUKUfishbowl","福田安優子","0","","Finally","yaorinka","Rinka*Finally🌪2022.1.4 1stワンマン@asia🌪","0"
"Flunetrage","mizuha_flnr","田林瑞葉@Flunetrage","307","1339","307","1339","","fishbowl","YUIfishbowl","久松由依","0","","FinalSelection","fs__riko","Riko(FinalSelection)","0"
"Flunetrage","moe_flnr","川島萌@Flunetrage","567","1653","567","1653","","FLAPSTAR","mia_flapstar","神城 実亜💎FLAPSTAR","0","","FinalSelection","fs__rio","Rio(FinalSelection)","0"
"Fragrant Drive","kana__FD","板橋 加奈(Fragrant Drive)","3902","15634","3902","15634","","FLAPSTAR","rei_flapstar","本宮 怜🌱FLAPSTAR","0","","FinalSelection","fs__ruri","Ruri(FinalSelection)1/16ワンマンライブ🔥","0"
"Fragrant Drive","kanami__FD","伊原 佳奈美(Fragrant Drive)","5880","11976","5880","11976","","FLAPSTAR","ruka_flapstar","神城 瑠香🔮FLAPSTAR","0","","Fiore","f_amelie0807","衣笠アメリ","0"
"Fragrant Drive","miho__FD","片桐 みほ(Fragrant Drive)","2230","6929","2230","6929","","FLAPSTAR","yumi_flapstar","音羽 優美🍋FLAPSTAR🍋","0","","Fiore","f_kanna1018","中村栞菜","0"
"Fragrant Drive","noe__FD","三田のえ(Fragrant Drive)","1523","7253","1523","7253","","FlowFlow","flowflow_koharu","杉目心春🪐FlowFlow🤍1/10ラストワンマン仙台Rensa","0","","Fiore","f_serina0708","小野芹菜","0"
"Fragrant Drive","rio__FD","辻 梨央(Fragrant Drive)","1367","2614","1367","2614","","FlowFlow","flowflow_mioka","奈良澪茄💘FlowFlow 2022.1.10ラストライブ@仙台Rensa","0","","fishbowl","AOfishbowl","澤口　葵","0"
"FuMA","meri__FM","佐藤めり","1135","802","1135","802","","FlowFlow","flowflow_runa","三浦留奈♡FlowFlow","0","","fishbowl","HARUfishbowl","木村日音","0"
"FuMA","ramu__FM","夢良瀬 らむ","171","123","171","123","","Flunetrage","akiko_flnr","河野亜季子@Flunetrage","0","","fishbowl","IZUMIfishbowl","新間 いずみ","0"
"FuMA","yuu__FM","蒼波ユウ【 12/1(水)Spotify O-WESTさん 】","328","393","328","393","","Flunetrage","asuna_flnr","龍神明日菜@Flunetrage","0","","fishbowl","MOMOfishbowl","大白桃子","0"
"G'ASH","__syka12","アジノモト・サヤカ(G'ASH)","1044","16121","1044","16121","","Flunetrage","erika_flnr","永瀬愛莉香@Flunetrage","0","","fishbowl","PUKUfishbowl","福田安優子","0"
"G'ASH","hanazono_pro","花園花園(G'ASH)11/29(1周年ワンマン㊗️)","2168","3633","2168","3633","","Flunetrage","mizuha_flnr","田林瑞葉@Flunetrage","0","","fishbowl","YUIfishbowl","久松由依","0"
"G'ASH","ichihoshirenats","壱星デストロイたす(G'ASH)11/29池袋リヴォイス1周年ワンマン","3240","7622","3240","7622","","Flunetrage","moe_flnr","川島萌@Flunetrage","0","","FLAPSTAR","mia_flapstar","神城 実亜💎FLAPSTAR","0"
"G'ASH","nanami_pro","777(G'ASH)","2087","2986","2087","2986","","Fragrant Drive","kana__FD","板橋 加奈(Fragrant Drive)","0","","FLAPSTAR","rei_flapstar","本宮 怜🌱FLAPSTAR","0"
"G'ASH","ringoUtaho","鈍林檎うたほ(G'ASH)🍎12/18生誕祭(池袋リヴォイス)","1654","27261","1654","27261","","Fragrant Drive","kanami__FD","伊原 佳奈美(Fragrant Drive)","0","","FLAPSTAR","ruka_flapstar","神城 瑠香🔮FLAPSTAR","0"
"GALS","JULI_GALS","JULI🦋GALS","1181","2700","1181","2700","","Fragrant Drive","miho__FD","片桐 みほ(Fragrant Drive)","0","","FLAPSTAR","yumi_flapstar","音羽 優美🍋FLAPSTAR🍋","0"
"GALS","LUNA_GALS","LUNA【GALS】","5047","15797","5047","15797","","Fragrant Drive","noe__FD","三田のえ(Fragrant Drive)","0","","FlowFlow","flowflow_koharu","杉目心春🪐FlowFlow🤍1/10ラストワンマン仙台Rensa","0"
"GALS","MARINE_GALS","MARINE💎GALS (金.日ｵﾝﾌｧｲ)","307","981","307","981","","Fragrant Drive","rio__FD","辻 梨央(Fragrant Drive)","0","","FlowFlow","flowflow_mioka","奈良澪茄💘FlowFlow 2022.1.10ラストライブ@仙台Rensa","0"
"GALS","POKI_GALS","POKI📛GALS","1676","937","1676","937","","FuMA","meri__FM","佐藤めり","0","","FlowFlow","flowflow_runa","三浦留奈♡FlowFlow","0"
"GANGDEMIC","gandemi_haruto","Haruto@ギャンデミ2022.5.19 O-WESTワンマン","817","1209","817","1209","","FuMA","ramu__FM","夢良瀬 らむ","0","","Flunetrage","akiko_flnr","河野亜季子@Flunetrage","0"
"GANGDEMIC","gandemi_kurumi","Kurumi@ギャンデミ 2022.5.19 O-WEST","760","1186","760","1186","","FuMA","yuu__FM","蒼波ユウ【 12/1(水)Spotify O-WESTさん 】","0","","Flunetrage","asuna_flnr","龍神明日菜@Flunetrage","0"
"GANGDEMIC","gandemi_mirei","Mirei@ギャンデミ 2022.5.19 O-WESTワンマン","2582","5988","2582","5988","","G'ASH","__syka12","アジノモト・サヤカ(G'ASH)","0","","Flunetrage","erika_flnr","永瀬愛莉香@Flunetrage","0"
"GANGDEMIC","gandemi_ria","Ria@ギャンデミ 2022.5.19 O-WEST ワンマン","1126","4874","1126","4874","","G'ASH","hanazono_pro","花園花園(G'ASH)11/29(1周年ワンマン㊗️)","0","","Flunetrage","mizuha_flnr","田林瑞葉@Flunetrage","0"
"GANGDEMIC","gandemi_sae","Sae@ギャンデミ 2022.5.19 O-WEST","1877","3756","1877","3756","","G'ASH","ichihoshirenats","壱星デストロイたす(G'ASH)11/29池袋リヴォイス1周年ワンマン","0","","Flunetrage","moe_flnr","川島萌@Flunetrage","0"
"GemstoneDream","gsdream_mio","餅縞 澪🤍GemstoneDream","255","169","255","169","","G'ASH","nanami_pro","777(G'ASH)","0","","Fragrant Drive","kana__FD","板橋 加奈(Fragrant Drive)","0"
"GemstoneDream","gsdream_nagino","日南田梛乃(ひなたなぎの)💛GemstoneDream","533","183","533","183","","G'ASH","ringoUtaho","鈍林檎うたほ(G'ASH)🍎12/18生誕祭(池袋リヴォイス)","0","","Fragrant Drive","kanami__FD","伊原 佳奈美(Fragrant Drive)","0"
"GemstoneDream","gsdream_nozomi","桜羽希茉(さくらばのぞみ)💗GemstoneDream","352","559","352","559","","GALS","JULI_GALS","JULI🦋GALS","0","","Fragrant Drive","miho__FD","片桐 みほ(Fragrant Drive)","0"
"Girls Upright","cherry____gu","咲良 双葉 / FUTABA SAKURA 🐰🤍","177","274","177","274","","GALS","LUNA_GALS","LUNA【GALS】","0","","Fragrant Drive","noe__FD","三田のえ(Fragrant Drive)","0"
"Girls Upright","miho_1003oosw","大澤実環","1077","3908","1077","3908","","GALS","MARINE_GALS","MARINE💎GALS (金.日ｵﾝﾌｧｲ)","0","","Fragrant Drive","rio__FD","辻 梨央(Fragrant Drive)","0"
"Girls Upright","rikaidol0210","音嶋莉歌🍒🍓","168","33","168","33","","GALS","POKI_GALS","POKI📛GALS","0","","FuMA","meri__FM","佐藤めり","0"
