"グループ名","TwitterID","TwitterName","フォロワー数","ツイート数","フォロワー数","ツイート数","","グループ名","TwitterID","TwitterName","フォロワー増減","","グループ名","TwitterID","TwitterName","ツイート増減"
"日曜日のアプレミディ","mana_apremi","水月 愛菜 ( みつき まな )","349","8267","349","8267","","忍者クライシス","saki_ninkura","市原早姫【忍者クライシス】","0","","日曜日のアプレミディ","miyuri_apremi","恋白みゆり","0"
"日曜日のアプレミディ","miyuri_apremi","恋白みゆり","620","1075","620","1075","","忍者クライシス","yuuka_ninkura","江副佑香【忍者クライシス】","0","","日曜日のアプレミディ","ruri_apremi","藤乃ルリ","0"
"日曜日のアプレミディ","ruri_apremi","藤乃ルリ","314","353","314","353","","忍者クライシス","yuzuki_ninkura","真野 柚希【忍者クライシス】","0","","忍者クライシス","chihiro_ninkura","和ちひろ【忍者クライシス】","0"
"忍者クライシス","chihiro_ninkura","和ちひろ【忍者クライシス】","193","885","193","885","","悩殺❤︎アフタービート","aru_noaf","逢夢ある","0","","忍者クライシス","kaho_ninkura","七瀬果歩【忍者クライシス】","0"
"忍者クライシス","kaho_ninkura","七瀬果歩【忍者クライシス】","224","578","224","578","","悩殺❤︎アフタービート","chiii_noaf","寝兎ちいま 悩殺❤︎アフタービート","0","","忍者クライシス","nanase_ninkura","吉宮七瀬【忍者クライシス】","0"
"忍者クライシス","nanase_ninkura","吉宮七瀬【忍者クライシス】","175","761","175","761","","悩殺❤︎アフタービート","kanae_noaf","心安かなえ 悩殺❤︎アフタービート","0","","忍者クライシス","saki_ninkura","市原早姫【忍者クライシス】","0"
"忍者クライシス","saki_ninkura","市原早姫【忍者クライシス】","280","1082","280","1082","","脳内パステル","Nopas_mei","めい@脳内パステル","0","","忍者クライシス","yuuka_ninkura","江副佑香【忍者クライシス】","0"
"忍者クライシス","yuuka_ninkura","江副佑香【忍者クライシス】","353","1346","353","1346","","脳内パステル","Nopas_misaki","みさき@脳内パステル 12/10誕生日会","0","","忍者クライシス","yuzuki_ninkura","真野 柚希【忍者クライシス】","0"
"忍者クライシス","yuzuki_ninkura","真野 柚希【忍者クライシス】","1421","4444","1421","4444","","脳内パステル","Nopas_yuko","ゆうこ@脳内パステル","0","","悩殺❤︎アフタービート","aru_noaf","逢夢ある","0"
"悩殺❤︎アフタービート","aru_noaf","逢夢ある","981","26607","981","26607","","脳内パステル","Nopas_yuno","ゆの@脳内パステル","0","","悩殺❤︎アフタービート","chiii_noaf","寝兎ちいま 悩殺❤︎アフタービート","0"
"悩殺❤︎アフタービート","chiii_noaf","寝兎ちいま 悩殺❤︎アフタービート","1082","15110","1082","15110","","脳内パステル","Nopas_yurina","ゆりな@脳内パステル","0","","悩殺❤︎アフタービート","kanae_noaf","心安かなえ 悩殺❤︎アフタービート","0"
"悩殺❤︎アフタービート","kanae_noaf","心安かなえ 悩殺❤︎アフタービート","833","1370","833","1370","","脳内パステル","Nopas_yuzu","ゆず@脳内パステル","0","","脳内パステル","Nopas_mei","めい@脳内パステル","0"
"脳内パステル","Nopas_mei","めい@脳内パステル","1131","455","1131","455","","白紙のリブート","mion_imai","今井みおん🐨🎀【白紙のリブート】","0","","脳内パステル","Nopas_misaki","みさき@脳内パステル 12/10誕生日会","0"
"脳内パステル","Nopas_misaki","みさき@脳内パステル 12/10誕生日会","2393","2532","2393","2532","","白紙のリブート","uni_nishino","西野ゆに🐈‍⬛🦷【白紙のリブート】","0","","脳内パステル","Nopas_yuko","ゆうこ@脳内パステル","0"
"脳内パステル","Nopas_yuko","ゆうこ@脳内パステル","822","1043","822","1043","","白夜のカフカ","meri_byakuya","芽利","0","","脳内パステル","Nopas_yuno","ゆの@脳内パステル","0"
"脳内パステル","Nopas_yuno","ゆの@脳内パステル","2473","595","2473","595","","白夜のカフカ","nana_byakuya","唯世夏凪(ミスiD2022)","0","","脳内パステル","Nopas_yurina","ゆりな@脳内パステル","0"
"脳内パステル","Nopas_yurina","ゆりな@脳内パステル","2342","1732","2342","1732","","白夜のカフカ","nishio_byakuya","西尾 華耶","0","","脳内パステル","Nopas_yuzu","ゆず@脳内パステル","0"
"脳内パステル","Nopas_yuzu","ゆず@脳内パステル","1102","726","1102","726","","美味しい曖昧","haruka_aimai","幽花はるか@美味しい曖昧","0","","白紙のリブート","mion_imai","今井みおん🐨🎀【白紙のリブート】","0"
"白紙のリブート","mion_imai","今井みおん🐨🎀【白紙のリブート】","421","10269","421","10269","","美味しい曖昧","nanoha_aimai","双詩科なのは🌼美味しい曖昧","0","","白紙のリブート","uni_nishino","西野ゆに🐈‍⬛🦷【白紙のリブート】","0"
"白紙のリブート","uni_nishino","西野ゆに🐈‍⬛🦷【白紙のリブート】","1259","12214","1259","12214","","美味しい曖昧","nemuri_aimai","彩負屋ねむり🥱美味しい曖昧","0","","白夜のカフカ","meri_byakuya","芽利","0"
"白夜のカフカ","meri_byakuya","芽利","235","6","235","6","","美味しい曖昧","uzume_aimai","切兎(きっと)うずめ🐣美味しい曖昧 2/20「曖昧なワンマン2」チケット発売中！","0","","白夜のカフカ","nana_byakuya","唯世夏凪(ミスiD2022)","0"
"白夜のカフカ","nana_byakuya","唯世夏凪(ミスiD2022)","116","6","116","6","","美味しい曖昧","yayoi_aimai","凡やよい🍚美味しい曖昧","0","","白夜のカフカ","nishio_byakuya","西尾 華耶","0"
"白夜のカフカ","nishio_byakuya","西尾 華耶","269","8","269","8","","必殺♡りあるえすけーぷ","77witter","藤村 那奈","0","","美味しい曖昧","haruka_aimai","幽花はるか@美味しい曖昧","0"
"美味しい曖昧","haruka_aimai","幽花はるか@美味しい曖昧","921","5167","921","5167","","必殺♡りあるえすけーぷ","hiria_kei","水瀬 慧","0","","美味しい曖昧","nanoha_aimai","双詩科なのは🌼美味しい曖昧","0"
"美味しい曖昧","nanoha_aimai","双詩科なのは🌼美味しい曖昧","1330","5513","1330","5513","","必殺♡りあるえすけーぷ","hiria_misaki","兎苺みさき","0","","美味しい曖昧","nemuri_aimai","彩負屋ねむり🥱美味しい曖昧","0"
"美味しい曖昧","nemuri_aimai","彩負屋ねむり🥱美味しい曖昧","792","3170","792","3170","","必殺♡りあるえすけーぷ","hiria_piano","天夢ぴあの","0","","美味しい曖昧","uzume_aimai","切兎(きっと)うずめ🐣美味しい曖昧 2/20「曖昧なワンマン2」チケット発売中！","0"
"美味しい曖昧","uzume_aimai","切兎(きっと)うずめ🐣美味しい曖昧 2/20「曖昧なワンマン2」チケット発売中！","1180","3061","1180","3061","","必殺♡りあるえすけーぷ","hiria_sena","柊　セナ","0","","美味しい曖昧","yayoi_aimai","凡やよい🍚美味しい曖昧","0"
"美味しい曖昧","yayoi_aimai","凡やよい🍚美味しい曖昧","1141","5595","1141","5595","","必殺♡りあるえすけーぷ","muteki_red7","眠ありさ (無敵)","0","","必殺♡りあるえすけーぷ","77witter","藤村 那奈","0"
"必殺♡りあるえすけーぷ","77witter","藤村 那奈","6647","3547","6647","3547","","必殺エモモモモ7","emo_mitsuki","みつき♥️必殺エモモモモ7/ᴄᴀɴᴅʏᴍᴏɴsᴛᴇʀ","0","","必殺♡りあるえすけーぷ","hiria_kei","水瀬 慧","0"
"必殺♡りあるえすけーぷ","hiria_kei","水瀬 慧","15741","1943","15741","1943","","必殺エモモモモ7","emo_noapien","のあぴえん🥺必殺エモモモモ7&えもぴっぴ","0","","必殺♡りあるえすけーぷ","hiria_misaki","兎苺みさき","0"
"必殺♡りあるえすけーぷ","hiria_misaki","兎苺みさき","1489","505","1489","505","","必殺エモモモモ7","emo_riju","病蝶りじゅ🦋必殺エモモモモ7","0","","必殺♡りあるえすけーぷ","hiria_piano","天夢ぴあの","0"
"必殺♡りあるえすけーぷ","hiria_piano","天夢ぴあの","1758","7324","1758","7324","","必殺エモモモモ7","emo_yuiyui","オロナミンゆい🍋必殺エモモモモ7/CANDYMONSTER","0","","必殺♡りあるえすけーぷ","hiria_sena","柊　セナ","0"
"必殺♡りあるえすけーぷ","hiria_sena","柊　セナ","1555","2704","1555","2704","","必殺エモモモモ7","emo_yukarin","💤ゆうかりん💤必殺エモモモモ7@11/28GTT撮影会あります🌟","0","","必殺♡りあるえすけーぷ","muteki_red7","眠ありさ (無敵)","0"
"必殺♡りあるえすけーぷ","muteki_red7","眠ありさ (無敵)","6502","11328","6502","11328","","姫事絶対値","emma_himegoto","一ノ瀬恵麻🍀姫事絶対値","0","","必殺エモモモモ7","emo_mitsuki","みつき♥️必殺エモモモモ7/ᴄᴀɴᴅʏᴍᴏɴsᴛᴇʀ","0"
"必殺エモモモモ7","emo_mitsuki","みつき♥️必殺エモモモモ7/ᴄᴀɴᴅʏᴍᴏɴsᴛᴇʀ","2557","12081","2557","12081","","姫事絶対値","mamimu_himegoto","まみむめももえ🍑姫事絶対値","0","","必殺エモモモモ7","emo_noapien","のあぴえん🥺必殺エモモモモ7&えもぴっぴ","0"
"必殺エモモモモ7","emo_noapien","のあぴえん🥺必殺エモモモモ7&えもぴっぴ","860","7406","860","7406","","姫事絶対値","miteru_himegoto","君遠(きみを)ミテル(みてる)🌈🤮🔪姫事絶対値(ひめごとぜったいち)","0","","必殺エモモモモ7","emo_riju","病蝶りじゅ🦋必殺エモモモモ7","0"
"必殺エモモモモ7","emo_riju","病蝶りじゅ🦋必殺エモモモモ7","225","311","225","311","","姫事絶対値","yalice_himegoto","雪幸ユイ❄︎姫事絶対値","0","","必殺エモモモモ7","emo_yuiyui","オロナミンゆい🍋必殺エモモモモ7/CANDYMONSTER","0"
"必殺エモモモモ7","emo_yuiyui","オロナミンゆい🍋必殺エモモモモ7/CANDYMONSTER","2778","13555","2778","13555","","姫事絶対値","yuura_himegoto","ゆうら♥姫事絶対値","0","","必殺エモモモモ7","emo_yukarin","💤ゆうかりん💤必殺エモモモモ7@11/28GTT撮影会あります🌟","0"
"必殺エモモモモ7","emo_yukarin","💤ゆうかりん💤必殺エモモモモ7@11/28GTT撮影会あります🌟","5873","7980","5873","7980","","百鬼乙女","itshikirikako1","一色 里歌子(百鬼乙女)","0","","姫事絶対値","emma_himegoto","一ノ瀬恵麻🍀姫事絶対値","0"
"姫事絶対値","emma_himegoto","一ノ瀬恵麻🍀姫事絶対値","2221","7439","2221","7439","","百鬼乙女","Nanasakasaki","坂咲なな(百鬼乙女)🍑","0","","姫事絶対値","mamimu_himegoto","まみむめももえ🍑姫事絶対値","0"
"姫事絶対値","mamimu_himegoto","まみむめももえ🍑姫事絶対値","2035","14041","2035","14041","","百鬼乙女","runakanzaki","神埼琉奈(百鬼乙女)🍀12/18.3rdワンマン","0","","姫事絶対値","miteru_himegoto","君遠(きみを)ミテル(みてる)🌈🤮🔪姫事絶対値(ひめごとぜったいち)","0"
"姫事絶対値","miteru_himegoto","君遠(きみを)ミテル(みてる)🌈🤮🔪姫事絶対値(ひめごとぜったいち)","1732","11101","1732","11101","","百鬼乙女","saku_himena","櫻城姫奈🐶(百鬼乙女)@12月11日ひめ生誕祭","0","","姫事絶対値","yalice_himegoto","雪幸ユイ❄︎姫事絶対値","0"
"姫事絶対値","yalice_himegoto","雪幸ユイ❄︎姫事絶対値","1841","8864","1841","8864","","負け犬とクズ","_mireizon","終夜みれい【負け犬とクズ】","0","","姫事絶対値","yuura_himegoto","ゆうら♥姫事絶対値","0"
"姫事絶対値","yuura_himegoto","ゆうら♥姫事絶対値","3332","6742","3332","6742","","負け犬とクズ","kaede_kokuhaku","告白かえで","0","","百鬼乙女","itshikirikako1","一色 里歌子(百鬼乙女)","0"
"百鬼乙女","itshikirikako1","一色 里歌子(百鬼乙女)","2092","36790","2092","36790","","負け犬とクズ","mogmog_meiri","不動のメイリ","0","","百鬼乙女","Nanasakasaki","坂咲なな(百鬼乙女)🍑","0"
"百鬼乙女","Nanasakasaki","坂咲なな(百鬼乙女)🍑","1389","9053","1389","9053","","負け犬とクズ","riopitan","赤光リオ🧚🏻‍♀️(負け犬とクズ)","0","","百鬼乙女","runakanzaki","神埼琉奈(百鬼乙女)🍀12/18.3rdワンマン","0"
"百鬼乙女","runakanzaki","神埼琉奈(百鬼乙女)🍀12/18.3rdワンマン","2003","37970","2003","37970","","負け犬とクズ","yu_na_miruki_","桃胡姫ゆうな🐰@負け犬とクズ","0","","百鬼乙女","saku_himena","櫻城姫奈🐶(百鬼乙女)@12月11日ひめ生誕祭","0"
"百鬼乙女","saku_himena","櫻城姫奈🐶(百鬼乙女)@12月11日ひめ生誕祭","2014","52972","2014","52972","","風男塾","allan_desu_813","葉崎アラン〈風男塾〉","0","","負け犬とクズ","_mireizon","終夜みれい【負け犬とクズ】","0"
"負け犬とクズ","_mireizon","終夜みれい【負け犬とクズ】","421","1806","421","1806","","風男塾","masa_dragon920","紅竜 真咲〈風男塾〉","0","","負け犬とクズ","kaede_kokuhaku","告白かえで","0"
"負け犬とクズ","kaede_kokuhaku","告白かえで","2671","1915","2671","1915","","風男塾","miyabeem_eve","偉舞喜雅〈風男塾〉","0","","負け犬とクズ","mogmog_meiri","不動のメイリ","0"
"負け犬とクズ","mogmog_meiri","不動のメイリ","398","1388","398","1388","","風男塾","rikkun_87sky","英城凛空〈風男塾〉","0","","負け犬とクズ","riopitan","赤光リオ🧚🏻‍♀️(負け犬とクズ)","0"
"負け犬とクズ","riopitan","赤光リオ🧚🏻‍♀️(負け犬とクズ)","398","2131","398","2131","","風男塾","so_janKanta_731","柚希関汰〈風男塾〉","0","","負け犬とクズ","yu_na_miruki_","桃胡姫ゆうな🐰@負け犬とクズ","0"
"負け犬とクズ","yu_na_miruki_","桃胡姫ゆうな🐰@負け犬とクズ","2373","3819","2373","3819","","風男塾","Toma_0301","神那橙摩〈風男塾〉","0","","風男塾","allan_desu_813","葉崎アラン〈風男塾〉","0"
"風男塾","allan_desu_813","葉崎アラン〈風男塾〉","3440","405","3440","405","","放課後プリンセス","airi_nishimiya","西宮愛理🍨放課後プリンセス","0","","風男塾","masa_dragon920","紅竜 真咲〈風男塾〉","0"
"風男塾","masa_dragon920","紅竜 真咲〈風男塾〉","14898","2503","14898","2503","","放課後プリンセス","hopuumomo","澤田 桃佳（放課後プリンセス）","0","","風男塾","miyabeem_eve","偉舞喜雅〈風男塾〉","0"
"風男塾","miyabeem_eve","偉舞喜雅〈風男塾〉","4061","842","4061","842","","放課後プリンセス","nanase_kohinata","小日向ななせ☆放課後プリンセス","0","","風男塾","rikkun_87sky","英城凛空〈風男塾〉","0"
"風男塾","rikkun_87sky","英城凛空〈風男塾〉","4691","476","4691","476","","放課後プリンセス","saho_michishige","道重佐保 ♡ 放課後プリンセス","0","","風男塾","so_janKanta_731","柚希関汰〈風男塾〉","0"
"風男塾","so_janKanta_731","柚希関汰〈風男塾〉","3734","621","3734","621","","放課後プリンセス","sasaluv_0114","関根ささら♔放課後プリンセス","0","","風男塾","Toma_0301","神那橙摩〈風男塾〉","0"
"風男塾","Toma_0301","神那橙摩〈風男塾〉","4183","704","4183","704","","放課後プリンセス","yupichan_o0","森川優羽【放課後プリンセス】","0","","放課後プリンセス","airi_nishimiya","西宮愛理🍨放課後プリンセス","0"
"放課後プリンセス","airi_nishimiya","西宮愛理🍨放課後プリンセス","2253","4632","2253","4632","","泡沫シークレット","karunashirosaki","👼城崎かるな🤍","0","","放課後プリンセス","hopuumomo","澤田 桃佳（放課後プリンセス）","0"
"放課後プリンセス","hopuumomo","澤田 桃佳（放課後プリンセス）","3372","3213","3372","3213","","泡沫シークレット","saechy1221","三月さえ🎂12/28 生誕祭🎂","0","","放課後プリンセス","nanase_kohinata","小日向ななせ☆放課後プリンセス","0"
"放課後プリンセス","nanase_kohinata","小日向ななせ☆放課後プリンセス","20582","4894","20582","4894","","泡沫シークレット","utakata_aina","あいな","0","","放課後プリンセス","saho_michishige","道重佐保 ♡ 放課後プリンセス","0"
"放課後プリンセス","saho_michishige","道重佐保 ♡ 放課後プリンセス","14757","16274","14757","16274","","泡沫シークレット","utakata_soi","そい","0","","放課後プリンセス","sasaluv_0114","関根ささら♔放課後プリンセス","0"
"放課後プリンセス","sasaluv_0114","関根ささら♔放課後プリンセス","30396","48559","30396","48559","","泡沫パーティーズ","__kyo111","赤津杏子@泡沫パーティーズ","0","","放課後プリンセス","yupichan_o0","森川優羽【放課後プリンセス】","0"
"放課後プリンセス","yupichan_o0","森川優羽【放課後プリンセス】","1170","1609","1170","1609","","泡沫パーティーズ","koharu_popopo","島崎こはる(泡沫パーティーズ)","0","","泡沫シークレット","karunashirosaki","👼城崎かるな🤍","0"
"泡沫シークレット","karunashirosaki","👼城崎かるな🤍","1965","15860","1965","15860","","泡沫パーティーズ","rinakuma_dayo","河合里奈(りなくま🐻)@泡沫パーティーズ","0","","泡沫シークレット","saechy1221","三月さえ🎂12/28 生誕祭🎂","0"
"泡沫シークレット","saechy1221","三月さえ🎂12/28 生誕祭🎂","1974","14765","1974","14765","","泡沫パーティーズ","T_SAKI_0818","立花咲希","0","","泡沫シークレット","utakata_aina","あいな","0"
"泡沫シークレット","utakata_aina","あいな","797","19112","797","19112","","蜂蜜★皇帝","erena_kanzaki","神向エレナ🐝👸🏼🎀蜂蜜★皇帝","0","","泡沫シークレット","utakata_soi","そい","0"
"泡沫シークレット","utakata_soi","そい","729","18554","729","18554","","蜂蜜★皇帝","kurehamarin","紅羽まりん 蜂蜜★皇帝","0","","泡沫パーティーズ","__kyo111","赤津杏子@泡沫パーティーズ","0"
"泡沫パーティーズ","__kyo111","赤津杏子@泡沫パーティーズ","1616","2726","1616","2726","","蜂蜜★皇帝","momomi_aoi","百未葵 蜂蜜★皇帝","0","","泡沫パーティーズ","koharu_popopo","島崎こはる(泡沫パーティーズ)","0"
"泡沫パーティーズ","koharu_popopo","島崎こはる(泡沫パーティーズ)","1590","2392","1590","2392","","蜂蜜★皇帝","noa_hachipera","桜井乃愛@蜂蜜★皇帝","0","","泡沫パーティーズ","rinakuma_dayo","河合里奈(りなくま🐻)@泡沫パーティーズ","0"
"泡沫パーティーズ","rinakuma_dayo","河合里奈(りなくま🐻)@泡沫パーティーズ","871","3981","871","3981","","蜂蜜★皇帝","YumaKazama","風間遊馬🐝蜂蜜★皇帝","0","","泡沫パーティーズ","T_SAKI_0818","立花咲希","0"
"泡沫パーティーズ","T_SAKI_0818","立花咲希","9611","1478","9611","1478","","僕のClove","BoClove__anzu","水島 杏 @ 僕のClove","0","","蜂蜜★皇帝","erena_kanzaki","神向エレナ🐝👸🏼🎀蜂蜜★皇帝","0"
"蜂蜜★皇帝","erena_kanzaki","神向エレナ🐝👸🏼🎀蜂蜜★皇帝","1646","3352","1646","3352","","僕のClove","BoClove__ema","小鳥遊 エマ ＠ 僕のClove","0","","蜂蜜★皇帝","kurehamarin","紅羽まりん 蜂蜜★皇帝","0"
"蜂蜜★皇帝","kurehamarin","紅羽まりん 蜂蜜★皇帝","1719","4294","1719","4294","","僕のClove","BoClove__hina","霞 ひなた @ 僕のClove","0","","蜂蜜★皇帝","momomi_aoi","百未葵 蜂蜜★皇帝","0"
"蜂蜜★皇帝","momomi_aoi","百未葵 蜂蜜★皇帝","2484","4371","2484","4371","","僕のClove","BoClove__mao","長岡 茉央 @ 僕のClove","0","","蜂蜜★皇帝","noa_hachipera","桜井乃愛@蜂蜜★皇帝","0"
"蜂蜜★皇帝","noa_hachipera","桜井乃愛@蜂蜜★皇帝","477","352","477","352","","僕のClove","BoClove__rai","紫宮 雷 @ 僕のClove","0","","蜂蜜★皇帝","YumaKazama","風間遊馬🐝蜂蜜★皇帝","0"
"蜂蜜★皇帝","YumaKazama","風間遊馬🐝蜂蜜★皇帝","2500","7756","2500","7756","","僕らで世界を汚す","boksek_Asyu","あしゅらまる👽僕らで世界を汚す","0","","僕のClove","BoClove__anzu","水島 杏 @ 僕のClove","0"
"僕のClove","BoClove__anzu","水島 杏 @ 僕のClove","1542","838","1542","838","","僕らで世界を汚す","boksek_Gemu","功刀げむ👾僕らで世界を汚す","0","","僕のClove","BoClove__ema","小鳥遊 エマ ＠ 僕のClove","0"
"僕のClove","BoClove__ema","小鳥遊 エマ ＠ 僕のClove","588","350","588","350","","僕らで世界を汚す","boksek_Miku","桃乃みく🎀僕らで世界を汚す","0","","僕のClove","BoClove__hina","霞 ひなた @ 僕のClove","0"
"僕のClove","BoClove__hina","霞 ひなた @ 僕のClove","3792","9741","3792","9741","","未ダ、君ヲ推セズ。","hanabuchitomoka","花渕 友香🌼12/4.5大阪名古屋","0","","僕のClove","BoClove__mao","長岡 茉央 @ 僕のClove","0"
"僕のClove","BoClove__mao","長岡 茉央 @ 僕のClove","2859","20210","2859","20210","","未ダ、君ヲ推セズ。","KomaruYuni","小丸ゆに","0","","僕のClove","BoClove__rai","紫宮 雷 @ 僕のClove","0"
"僕のClove","BoClove__rai","紫宮 雷 @ 僕のClove","2474","474","2474","474","","未ダ、君ヲ推セズ。","nanakawarina","七川莉海🍎☕️12/4.5大阪•名古屋遠征","0","","僕らで世界を汚す","boksek_Asyu","あしゅらまる👽僕らで世界を汚す","0"
"僕らで世界を汚す","boksek_Asyu","あしゅらまる👽僕らで世界を汚す","748","3273","748","3273","","未ダ、君ヲ推セズ。","pomeyama_amu","ポメ山あむちゃんさん✌🏻️","0","","僕らで世界を汚す","boksek_Gemu","功刀げむ👾僕らで世界を汚す","0"
"僕らで世界を汚す","boksek_Gemu","功刀げむ👾僕らで世界を汚す","423","1582","423","1582","","未明の音楽室","amiormt1015","織本杏実 (あんみん)@未明の音楽室🧡","0","","僕らで世界を汚す","boksek_Miku","桃乃みく🎀僕らで世界を汚す","0"
"僕らで世界を汚す","boksek_Miku","桃乃みく🎀僕らで世界を汚す","600","3172","600","3172","","未明の音楽室","S_asa33","佐々彩乃(ささぱん)@未明の音楽室","0","","未ダ、君ヲ推セズ。","hanabuchitomoka","花渕 友香🌼12/4.5大阪名古屋","0"
"未ダ、君ヲ推セズ。","hanabuchitomoka","花渕 友香🌼12/4.5大阪名古屋","1081","10762","1081","10762","","未明の音楽室","yumiyumi0820","安藤弓加@未明の音楽室","0","","未ダ、君ヲ推セズ。","KomaruYuni","小丸ゆに","0"
"未ダ、君ヲ推セズ。","KomaruYuni","小丸ゆに","639","561","639","561","","蜜兎","HB3_amu","蜜兎＊空夢12月5日生誕祭","0","","未ダ、君ヲ推セズ。","nanakawarina","七川莉海🍎☕️12/4.5大阪•名古屋遠征","0"
"未ダ、君ヲ推セズ。","nanakawarina","七川莉海🍎☕️12/4.5大阪•名古屋遠征","743","5358","743","5358","","蜜兎","HB3_cotori","蜜兎＊巌流島ことり","0","","未ダ、君ヲ推セズ。","pomeyama_amu","ポメ山あむちゃんさん✌🏻️","0"
"未ダ、君ヲ推セズ。","pomeyama_amu","ポメ山あむちゃんさん✌🏻️","2424","8768","2424","8768","","蜜兎","HB3_meiko","蜜兎＊櫻庭 めいこ","0","","未明の音楽室","amiormt1015","織本杏実 (あんみん)@未明の音楽室🧡","0"
"未明の音楽室","amiormt1015","織本杏実 (あんみん)@未明の音楽室🧡","1021","2405","1021","2405","","蜜兎","HB3_mio","蜜兎＊神楽みお","0","","未明の音楽室","S_asa33","佐々彩乃(ささぱん)@未明の音楽室","0"
"未明の音楽室","S_asa33","佐々彩乃(ささぱん)@未明の音楽室","1049","5396","1049","5396","","民族ハッピー組","anju_hpp","永井杏樹【民族ハッピー組】","0","","未明の音楽室","yumiyumi0820","安藤弓加@未明の音楽室","0"
"未明の音楽室","yumiyumi0820","安藤弓加@未明の音楽室","748","6513","748","6513","","民族ハッピー組","emi_hpp","椎原えみ【民族ハッピー組】","0","","蜜兎","HB3_amu","蜜兎＊空夢12月5日生誕祭","0"
"蜜兎","HB3_amu","蜜兎＊空夢12月5日生誕祭","950","312","950","312","","民族ハッピー組","kyon_hpp","馬渕恭子 【民族ハッピー組】","0","","蜜兎","HB3_cotori","蜜兎＊巌流島ことり","0"
"蜜兎","HB3_cotori","蜜兎＊巌流島ことり","4218","10224","4218","10224","","民族ハッピー組","lucachi_hpp","望月琉叶【民族ハッピー組】","0","","蜜兎","HB3_meiko","蜜兎＊櫻庭 めいこ","0"
"蜜兎","HB3_meiko","蜜兎＊櫻庭 めいこ","1718","3082","1718","3082","","民族ハッピー組","risa_hpp","小泉里紗【民族ハッピー組】","0","","蜜兎","HB3_mio","蜜兎＊神楽みお","0"
"蜜兎","HB3_mio","蜜兎＊神楽みお","11133","1550","11133","1550","","民族ハッピー組","rui_hpp","遠矢るい🐹【民族ハッピー組】","0","","民族ハッピー組","anju_hpp","永井杏樹【民族ハッピー組】","0"
"民族ハッピー組","anju_hpp","永井杏樹【民族ハッピー組】","14112","38321","14112","38321","","民族ハッピー組","uno_hpp","鐡うの🧀【民族ハッピー組】","0","","民族ハッピー組","emi_hpp","椎原えみ【民族ハッピー組】","0"
"民族ハッピー組","emi_hpp","椎原えみ【民族ハッピー組】","5296","13544","5296","13544","","民謡女子ハピネス組","riaratan","りあら🦄💜#BEMYLOVE","0","","民族ハッピー組","kyon_hpp","馬渕恭子 【民族ハッピー組】","0"
"民族ハッピー組","kyon_hpp","馬渕恭子 【民族ハッピー組】","1280","3256","1280","3256","","民謡女子ハピネス組","yumenominyo2021","ゆめの@egr@Osaka/民謡女子ハピネス組","0","","民族ハッピー組","lucachi_hpp","望月琉叶【民族ハッピー組】","0"
"民族ハッピー組","lucachi_hpp","望月琉叶【民族ハッピー組】","14190","10636","14190","10636","","夢∞NITY","Yumenity_kaede","後藤楓〈夢∞NITY〉","0","","民族ハッピー組","risa_hpp","小泉里紗【民族ハッピー組】","0"
"民族ハッピー組","risa_hpp","小泉里紗【民族ハッピー組】","13124","70099","13124","70099","","夢∞NITY","Yumenity_sae","髙乃彩愛（ 夢∞NITY ）","0","","民族ハッピー組","rui_hpp","遠矢るい🐹【民族ハッピー組】","0"
"民族ハッピー組","rui_hpp","遠矢るい🐹【民族ハッピー組】","18430","48784","18430","48784","","夢∞NITY","Yumenity_shiori","石井栞 【夢∞NITY】","0","","民族ハッピー組","uno_hpp","鐡うの🧀【民族ハッピー組】","0"
"民族ハッピー組","uno_hpp","鐡うの🧀【民族ハッピー組】","1948","2898","1948","2898","","夢みるアドレセンス","hanon_0_7","山口はのん@夢アド","0","","民謡女子ハピネス組","riaratan","りあら🦄💜#BEMYLOVE","0"
"民謡女子ハピネス組","riaratan","りあら🦄💜#BEMYLOVE","1589","4880","1589","4880","","夢みるアドレセンス","juria_narumi017","鳴海寿莉亜@夢アド","0","","民謡女子ハピネス組","yumenominyo2021","ゆめの@egr@Osaka/民謡女子ハピネス組","0"
"民謡女子ハピネス組","yumenominyo2021","ゆめの@egr@Osaka/民謡女子ハピネス組","289","642","289","642","","夢みるアドレセンス","karen__y9","万里川かれん@夢アド","0","","夢∞NITY","Yumenity_kaede","後藤楓〈夢∞NITY〉","0"
"夢∞NITY","Yumenity_kaede","後藤楓〈夢∞NITY〉","613","957","613","957","","夢みるアドレセンス","pottunko29","石森晶乃@夢アド","0","","夢∞NITY","Yumenity_sae","髙乃彩愛（ 夢∞NITY ）","0"
"夢∞NITY","Yumenity_sae","髙乃彩愛（ 夢∞NITY ）","1213","1536","1213","1536","","夢みるアドレセンス","ranju_shirakawa","白川蘭珠@夢アド","0","","夢∞NITY","Yumenity_shiori","石井栞 【夢∞NITY】","0"
"夢∞NITY","Yumenity_shiori","石井栞 【夢∞NITY】","3463","4727","3463","4727","","夢みるアドレセンス","sa__ya1207","山下彩耶@夢アド","0","","夢みるアドレセンス","hanon_0_7","山口はのん@夢アド","0"
"夢みるアドレセンス","hanon_0_7","山口はのん@夢アド","22504","4679","22504","4679","","夢みるアドレセンス","serachan273","日比谷聖來@夢アド","0","","夢みるアドレセンス","juria_narumi017","鳴海寿莉亜@夢アド","0"
